gene,avg cluster stat sig,most stat sig cluster,#species in most sig cluster,least stat sig cluster,avg # species per cluster
SUFU,0.464,0.4067,49,0.5,131.66666666666666
ZBED2,0.409,0.3211,34,0.4967,84.5
TFCP2L1,0.484,0.4701,65,0.4973,125.5
GABPB1,0.408,0.3305,49,0.4852,124.0
TRIM31,0.232,0.0288,9,0.4404,39.666666666666664
EID1,0.37,0.3346,102,0.4052,131.0
CERS6,0.473,0.4507,66,0.4945,124.5
MAPK3,0.499,0.4973,179,0.5,147.5
ZNF2,0.4,0.3942,67,0.4054,133.5
ATF7IP,0.44,0.3855,29,0.4943,110.5
VGLL1,0.401,0.3721,126,0.4309,122.5
PPARG,0.335,0.2862,121,0.3847,135.0
ZNF250,0.384,0.2329,97,0.4632,91.33333333333333
HCLS1,0.394,0.3641,112,0.4244,124.0
PRNP,0.415,0.35,37,0.4794,111.5
TRMT1,0.402,0.3146,53,0.4904,116.5
BBX,0.487,0.4726,188,0.5,136.33333333333334
SALL3,0.326,0.2521,77,0.4557,83.66666666666667
FOXN2,0.371,0.1252,43,0.4507,91.2
ZNF611,0.466,0.4232,116,0.5,131.0
POLR3F,0.465,0.429,29,0.5,113.5
TFAP2A,0.378,0.2747,14,0.4835,56.0
ZNF71,0.356,0.2523,56,0.4073,72.33333333333333
NFKB1,0.437,0.3351,50,0.4943,88.66666666666667
H1-10,0.294,0.1789,42,0.4088,89.0
FGD1,0.473,0.4636,54,0.4832,111.5
CALR,0.459,0.4182,60,0.5,130.5
NFIC,0.461,0.4275,170,0.4944,177.0
EGR3,0.483,0.48,212,0.4857,205.0
SIRT1,0.464,0.4334,67,0.4944,121.5
TCERG1,0.5,0.5,34,0.5,116.5
BARHL2,0.321,0.0604,41,0.4839,56.6
ZNF708,0.408,0.3428,89,0.4731,108.5
LMX1B,0.46,0.4217,71,0.4973,129.0
ZNF716,0.325,0.0319,1,0.4926,72.2
TRIM72,0.343,0.1567,81,0.4857,58.0
ZFP64,0.407,0.315,41,0.5,123.0
NIF3L1,0.428,0.3613,23,0.4943,109.5
ZNF442,0.424,0.3866,106,0.4908,102.33333333333333
TLX1,0.459,0.4217,46,0.4959,104.5
SERPIND1,0.312,0.1599,63,0.4701,65.75
CDC6,0.426,0.3692,65,0.4823,120.0
TNIP2,0.43,0.4182,64,0.4453,68.5
ACTB,0.404,0.3833,141,0.4251,144.0
MLLT1,0.419,0.3863,132,0.4646,83.66666666666667
ZIM3,0.434,0.3006,70,0.5,53.0
NMI,0.453,0.4062,25,0.5,112.0
MEIOSIN,0.292,0.0914,14,0.4933,103.5
ARIH2,0.403,0.3138,94,0.4726,84.0
GRM6,0.499,0.4986,50,0.5,113.0
ZBTB18,0.427,0.3654,113,0.4726,69.0
SOHLH1,0.304,0.1758,36,0.4319,92.5
HDAC7,0.42,0.4155,173,0.4236,182.0
MED14,0.452,0.3738,22,0.4822,69.75
ATXN2,0.428,0.3398,116,0.4918,139.66666666666666
FBXO5,0.294,0.1425,64,0.4463,130.5
SORBS3,0.5,0.5,81,0.5,128.0
GLIS3,0.419,0.3937,86,0.4437,125.0
CHMP3,0.446,0.3952,37,0.4973,113.5
MBNL3,0.393,0.3167,118,0.4701,158.5
HOXA9,0.413,0.3174,21,0.4973,92.5
CSRNP2,0.434,0.3915,11,0.4794,67.5
MBD4,0.341,0.2545,43,0.4212,73.25
ZNF524,0.266,0.1196,43,0.4671,64.75
ZNF487,0.487,0.4731,118,0.5,99.66666666666667
ZNF670,0.412,0.3042,97,0.4819,87.4
SMARCC2,0.487,0.4808,75,0.5,97.0
NKX2-3,0.298,0.2044,85,0.3915,116.0
ZSCAN26,0.325,0.2391,42,0.4174,78.33333333333333
ZNF10,0.379,0.1776,22,0.4913,71.75
KLF18,0.269,0.1746,4,0.4041,3.8
SP1,0.37,0.3017,78,0.4398,67.25
TPR,0.389,0.3525,129,0.4182,85.66666666666667
CDKN1B,0.403,0.2107,12,0.5,139.66666666666666
TBX19,0.408,0.39,52,0.4472,57.6
PAX4,0.449,0.4453,189,0.4534,175.0
TRIM13,0.437,0.3915,118,0.4671,132.0
NRF1,0.464,0.4146,39,0.496,119.0
KHDRBS2,0.451,0.417,63,0.4843,117.5
ZNF580,0.405,0.3809,26,0.4297,79.0
SUMO2,0.322,0.0334,1,0.4687,71.0
USP2,0.478,0.4382,67,0.5,161.0
TARDBP,0.446,0.3915,13,0.5,111.5
ZNF423,0.489,0.4776,60,0.5,131.0
THRA,0.474,0.427,56,0.4973,147.0
LMO4,0.46,0.4463,148,0.4731,122.5
TLE1,0.366,0.1591,56,0.4946,85.66666666666667
RXRG,0.463,0.4324,41,0.4931,113.5
ZNF844,0.494,0.4884,103,0.5,106.0
UBB,0.325,0.0372,1,0.4976,31.5
ZNF777,0.315,0.136,28,0.454,49.8
MIER2,0.437,0.4019,36,0.4717,83.66666666666667
CDK11B,0.47,0.4701,199,0.4701,197.0
RBM20,0.441,0.4041,60,0.5,68.5
TRAFD1,0.429,0.4084,146,0.4485,85.66666666666667
SMYD3,0.493,0.4864,82,0.5,121.5
KEAP1,0.347,0.1675,75,0.4688,52.4
RALY,0.347,0.2862,95,0.4453,69.0
HEXIM1,0.335,0.1554,55,0.4748,65.25
CIITA,0.386,0.2909,55,0.4698,84.0
RBM6,0.36,0.3037,114,0.3986,64.0
ZNF567,0.446,0.3836,181,0.4851,117.33333333333333
ZNF579,0.31,0.1527,40,0.4667,44.0
SOX4,0.269,0.1347,42,0.4974,52.75
CITED2,0.435,0.3819,19,0.5,88.25
PRAMEF27,0.3,0.0094,1,0.4651,88.0
RFXAP,0.3,0.2001,64,0.3991,105.5
ZNF790,0.364,0.2522,70,0.4918,62.0
KLF7,0.466,0.4324,35,0.5,122.0
RORC,0.396,0.3614,62,0.4303,123.5
ZNF138,0.362,0.2521,127,0.4505,176.66666666666666
PDX1,0.311,0.2111,68,0.4119,111.0
PER2,0.306,0.1142,40,0.4075,53.8
CNOT7,0.496,0.4943,206,0.4986,202.0
HOXD4,0.381,0.3731,121,0.3885,118.0
NOL11,0.422,0.3756,49,0.4544,88.0
LMCD1,0.344,0.1327,55,0.481,94.0
NKX6-1,0.46,0.4209,23,0.4986,102.5
ELL2,0.467,0.4371,61,0.4959,122.5
PASD1,0.365,0.2435,32,0.4591,49.25
ZNF182,0.435,0.4035,172,0.4931,129.33333333333334
PTPN14,0.315,0.1339,43,0.4726,53.2
ZBTB24,0.33,0.2478,66,0.4119,113.5
HSFY1,0.386,0.1502,32,0.5,55.75
GLI2,0.325,0.1595,66,0.4415,61.5
RFX2,0.403,0.384,105,0.422,125.5
ZKSCAN3,0.445,0.3955,30,0.4953,99.0
OGT,0.466,0.437,47,0.4947,114.5
CDC45,0.474,0.4644,176,0.4835,177.0
CREB3L2,0.425,0.4028,112,0.4463,148.5
CREB5,0.439,0.3911,47,0.4865,120.5
E2F1,0.487,0.4731,62,0.5,121.5
ERF,0.44,0.433,152,0.4463,125.5
DVL2,0.47,0.4425,26,0.4973,115.0
TRIM50,0.379,0.3622,92,0.396,114.5
AKAP8,0.312,0.1417,79,0.4763,56.2
ZNF460,0.483,0.4826,140,0.4826,129.5
ZNF697,0.378,0.2122,2,0.4873,56.25
EGLN3,0.385,0.2721,14,0.4946,64.5
ZNF689,0.404,0.3807,32,0.4277,113.0
NEUROD6,0.382,0.337,88,0.4266,123.0
EZH2,0.452,0.4084,37,0.4946,91.33333333333333
BAZ1B,0.491,0.4852,44,0.497,115.5
MEGF8,0.478,0.4388,178,0.4986,115.25
ZBTB8A,0.444,0.4026,73,0.4754,80.0
MLLT6,0.446,0.3939,80,0.4721,86.66666666666667
POU6F1,0.477,0.4544,24,0.5,112.5
ILK,0.436,0.3937,95,0.4943,142.33333333333334
IRF2BPL,0.308,0.0368,26,0.489,60.5
HMX3,0.46,0.4337,46,0.4854,105.0
ZNF445,0.293,0.095,24,0.4375,48.2
TCF20,0.499,0.4973,209,0.5,205.0
ZNF711,0.388,0.2785,47,0.4538,84.66666666666667
RELB,0.395,0.3428,90,0.4463,116.5
FOXD1,0.323,0.2775,56,0.368,89.0
CHD8,0.301,0.0144,3,0.4946,78.33333333333333
EGR4,0.393,0.3398,125,0.4236,93.5
SIRT6,0.333,0.25,71,0.4157,106.5
PKHD1,0.485,0.4726,75,0.4973,126.0
CEBPD,0.499,0.4986,81,0.4986,109.0
MKX,0.461,0.4124,98,0.4886,67.75
HNRNPA2B1,0.299,0.0133,2,0.4973,90.33333333333333
DUXB,0.325,0.208,64,0.4743,54.333333333333336
UFL1,0.393,0.3068,89,0.4474,85.66666666666667
BRD8,0.375,0.2177,68,0.4918,86.33333333333333
LTN1,0.36,0.1607,49,0.4357,80.4
ZSCAN2,0.409,0.3705,39,0.4474,117.0
TGIF2,0.34,0.0307,26,0.4861,63.0
ZNF286A,0.408,0.317,189,0.5,122.0
ONECUT3,0.39,0.2364,38,0.4711,39.2
DYRK1A,0.465,0.4357,21,0.4946,114.5
MLLT10,0.44,0.4198,97,0.4651,99.33333333333333
ZNF350,0.455,0.4438,130,0.4662,153.5
SALL4,0.343,0.2118,51,0.4618,50.6
ZNF804B,0.39,0.3428,124,0.4812,93.33333333333333
NR1I3,0.42,0.4006,164,0.4386,176.0
PIM1,0.442,0.3849,19,0.5,108.5
YY1AP1,0.46,0.4463,110,0.4731,151.5
DACH2,0.458,0.4463,75,0.47,111.5
ZNF257,0.313,0.0429,1,0.5,66.0
MTF2,0.446,0.3836,24,0.5,116.0
SSH1,0.412,0.3184,105,0.4785,111.0
HDAC11,0.474,0.4562,52,0.4918,123.5
MKRN2,0.49,0.4794,191,0.5,198.0
H2AZ2,0.305,0.0183,1,0.4517,126.33333333333333
ZNF76,0.446,0.381,21,0.478,102.0
SF3A3,0.456,0.4182,50,0.4945,120.0
ZNF608,0.443,0.3911,63,0.4946,129.0
ZNF616,0.5,0.5,131,0.5,139.0
NRL,0.343,0.1939,58,0.4182,86.33333333333333
POU2F3,0.477,0.4324,79,0.5,144.66666666666666
ZXDB,0.332,0.0764,18,0.4238,33.6
KMT2A,0.443,0.4146,86,0.4713,124.5
ZBTB42,0.29,0.1148,26,0.4552,44.8
ESF1,0.34,0.2675,80,0.4119,118.0
LHX2,0.377,0.2976,96,0.4217,85.66666666666667
KLHL6,0.348,0.3443,136,0.3517,116.0
BTK,0.402,0.2701,93,0.4945,101.25
AHR,0.36,0.2545,55,0.4661,121.5
UXT,0.464,0.4344,22,0.4931,110.0
TBX22,0.372,0.3296,111,0.414,119.0
TRIM28,0.488,0.4753,76,0.5,126.0
HSPA8,0.493,0.4893,23,0.4973,105.5
MEIS1,0.491,0.4726,72,0.5,150.5
ZNF418,0.459,0.4485,204,0.4701,193.5
ZNF91,0.418,0.317,40,0.5,43.0
ZBED5,0.29,0.0906,38,0.4273,62.25
PAGR1,0.339,0.2318,52,0.4453,116.0
NAA16,0.439,0.3942,39,0.4835,110.0
FAM83G,0.493,0.4865,83,0.5,115.0
ETV1,0.434,0.368,42,0.5,121.5
ZIC3,0.38,0.3439,34,0.415,65.25
MTPN,0.454,0.428,23,0.4686,87.0
ESRRA,0.412,0.2744,53,0.4973,119.25
EYA4,0.498,0.4973,52,0.4986,121.5
IRX6,0.347,0.1534,60,0.4946,56.6
NSD3,0.433,0.3706,43,0.4945,119.5
HOXD10,0.488,0.481,100,0.4946,127.0
ZNF501,0.485,0.4851,156,0.4851,108.0
ZNF655,0.396,0.3085,189,0.4845,119.0
CHEK1,0.484,0.4731,205,0.4946,204.0
TCF7L1,0.476,0.452,77,0.5,119.0
URI1,0.429,0.4236,175,0.4344,161.0
PDLIM1,0.414,0.3232,22,0.4946,77.33333333333333
ZNF35,0.365,0.1783,2,0.4851,103.66666666666667
ST18,0.359,0.1142,32,0.4439,54.0
ZNF140,0.431,0.4067,78,0.4686,94.66666666666667
MED31,0.457,0.4244,82,0.5,54.0
ZNF585A,0.45,0.4404,84,0.4593,132.5
MAP2K6,0.395,0.3474,128,0.4453,88.5
ZNF780A,0.456,0.4243,129,0.4881,140.0
PHC1,0.465,0.4449,144,0.4858,127.5
POU3F4,0.335,0.1059,26,0.4971,51.8
DCAF6,0.395,0.2764,77,0.4731,77.5
PABPC1L,0.482,0.4671,51,0.4973,120.5
ZNF214,0.277,0.0424,2,0.3879,41.2
YAF2,0.441,0.3937,53,0.4879,123.0
HOXB2,0.442,0.39,98,0.4942,115.5
HNRNPCL2,0.403,0.3065,24,0.5,12.5
ZKSCAN4,0.295,0.0376,1,0.4345,56.6
RFX5,0.322,0.1305,53,0.4458,87.66666666666667
ACTL6A,0.444,0.3924,41,0.4946,122.0
PAWR,0.362,0.3381,100,0.385,105.0
KLHL41,0.307,0.131,43,0.4196,80.66666666666667
CEBPZ,0.345,0.1209,32,0.4251,67.0
CHUK,0.438,0.4071,31,0.4688,64.25
GMEB2,0.329,0.1855,72,0.4102,87.0
ZNF185,0.46,0.4323,101,0.4873,128.0
SREBF2,0.471,0.4425,39,0.4986,118.0
MAPK14,0.473,0.4485,50,0.4973,123.0
DCC,0.5,0.5,99,0.5,125.5
NEUROD1,0.418,0.4093,163,0.4277,123.5
ZNF800,0.453,0.4067,18,0.5,111.0
NPM2,0.413,0.368,55,0.4704,103.0
RNF125,0.455,0.412,34,0.4971,110.5
LGALS12,0.489,0.481,150,0.4973,176.0
TRIM49,0.269,0.1846,1,0.3442,54.0
FBXO41,0.363,0.1501,44,0.4834,52.6
EP400,0.446,0.4226,67,0.4686,121.0
ZC3H6,0.36,0.1855,81,0.4589,81.33333333333333
ZFP41,0.391,0.3031,18,0.4793,100.0
ZNF479,0.382,0.2994,72,0.4839,143.0
ZRSR2,0.459,0.4182,105,0.5,125.0
E2F6,0.348,0.2678,82,0.429,132.0
ECD,0.487,0.4785,203,0.4946,197.5
ACTN1,0.47,0.4453,96,0.4945,146.0
APBB1,0.476,0.4458,167,0.4918,188.66666666666666
MTOR,0.468,0.4418,59,0.4946,123.0
OLIG1,0.416,0.3803,54,0.4509,106.5
ZNF789,0.496,0.4926,148,0.5,112.5
PRAMEF20,0.269,0.0152,2,0.4178,90.66666666666667
FER,0.499,0.4986,168,0.5,123.0
TSHZ1,0.446,0.3915,111,0.5,119.0
SOX3,0.337,0.273,52,0.4011,88.0
DUX4,0.119,0.0071,1,0.25,2.25
CDK7,0.445,0.3944,43,0.4959,113.5
SP110,0.372,0.3721,95,0.3721,83.5
ZNF560,0.495,0.4893,77,0.5,77.5
PRKCB,0.462,0.4357,97,0.4879,132.5
S100A9,0.34,0.1861,41,0.4988,69.5
MACROH2A2,0.35,0.131,50,0.4589,78.0
CTNND1,0.48,0.4731,184,0.4892,90.33333333333333
ZNF275,0.449,0.4458,136,0.4512,165.5
NFKBIL1,0.418,0.3878,51,0.4474,113.5
HOXD3,0.486,0.4835,134,0.4876,120.0
KDM4A,0.415,0.3963,92,0.4251,69.25
ZNF121,0.432,0.4298,92,0.4341,85.0
TRAK2,0.414,0.3398,37,0.489,113.0
ELF1,0.389,0.2936,58,0.5,72.75
TTF1,0.385,0.1354,29,0.4973,106.25
RNF166,0.482,0.4637,58,0.5,123.0
ZNF770,0.419,0.3634,35,0.4738,113.5
RNASE2,0.386,0.3443,48,0.4282,98.0
TLE6,0.351,0.1379,55,0.4931,96.75
TAF11,0.368,0.2901,76,0.4463,138.0
HNRNPUL1,0.453,0.4067,65,0.5,131.5
PATZ1,0.315,0.0138,4,0.429,50.2
SPZ1,0.248,0.0149,5,0.4819,96.0
LMO3,0.484,0.4731,197,0.4946,204.0
ZNF599,0.499,0.4985,178,0.5,174.0
ZNF587,0.425,0.3928,136,0.4564,143.0
TRIM14,0.471,0.4458,32,0.4971,93.0
PAX3,0.454,0.4357,119,0.4785,109.6
PARP9,0.394,0.3204,29,0.4701,95.0
PEG3,0.462,0.4489,41,0.4744,102.0
INSM2,0.246,0.0923,28,0.4985,58.0
ZNF292,0.315,0.1266,45,0.4209,68.75
ZNF331,0.469,0.4059,167,0.5,94.0
CENPB,0.353,0.1055,27,0.4985,42.8
BRWD3,0.453,0.4067,58,0.5,116.5
RBM39,0.417,0.3444,40,0.4904,118.5
NACA2,0.17,0.0548,6,0.2861,12.0
TADA2A,0.446,0.3968,49,0.4945,121.5
RBM27,0.473,0.4453,32,0.5,114.5
PBRM1,0.5,0.5,67,0.5,128.5
PSMD10,0.437,0.3937,156,0.4946,126.75
ARC,0.329,0.1558,56,0.4209,78.0
UBE2V1,0.333,0.2592,98,0.4064,148.5
ZNF236,0.487,0.4731,58,0.5,120.0
HAND1,0.345,0.1142,27,0.4959,54.2
ZNF395,0.361,0.195,32,0.4944,65.25
ZNF75D,0.499,0.4971,183,0.5,159.5
MED8,0.46,0.4534,139,0.4726,144.33333333333334
BCL6,0.378,0.3005,28,0.4671,88.66666666666667
PHTF2,0.353,0.1347,47,0.4921,140.66666666666666
PCNA,0.469,0.4386,13,0.4986,109.0
TTLL5,0.462,0.4357,68,0.4892,125.0
UNKL,0.344,0.1607,52,0.4825,67.25
THAP8,0.306,0.0905,24,0.3937,38.2
NUDT5,0.467,0.4485,152,0.4864,181.5
TGS1,0.372,0.3074,48,0.4142,67.25
MED13,0.424,0.3487,25,0.5,112.5
SP6,0.332,0.1264,48,0.4942,56.0
ZNF17,0.47,0.4634,142,0.4756,132.0
UBE2K,0.452,0.4035,41,0.5,116.0
PROP1,0.277,0.1253,48,0.4287,106.5
AXIN1,0.319,0.2619,12,0.3963,67.5
ZSCAN21,0.416,0.3985,49,0.4337,120.5
KAT8,0.477,0.4564,91,0.4986,140.5
NKX2-4,0.355,0.2764,38,0.433,45.8
PLCB1,0.466,0.4463,90,0.4865,137.5
ZNF669,0.416,0.3696,199,0.4581,201.5
TP53BP1,0.473,0.4485,32,0.4973,113.0
ZNF677,0.5,0.5,142,0.5,151.5
TSC22D2,0.336,0.2387,58,0.412,60.5
MBD3,0.442,0.3872,81,0.4958,137.5
RCOR1,0.484,0.4783,93,0.4891,125.0
CRIP1,0.442,0.3915,27,0.4739,67.0
ZNF492,0.394,0.368,75,0.4284,109.5
SNW1,0.398,0.3167,60,0.4796,128.0
CREBL2,0.364,0.261,21,0.4577,66.75
KLF13,0.282,0.1407,48,0.379,53.0
ICE2,0.336,0.1575,64,0.4589,80.33333333333333
NKX2-8,0.276,0.1563,69,0.3959,108.5
LOXL3,0.46,0.4217,19,0.4973,115.0
ZNF665,0.477,0.4578,175,0.497,159.0
SIAH2,0.428,0.4067,102,0.4463,77.33333333333333
H1-1,0.356,0.3339,129,0.4005,79.66666666666667
TERF1,0.368,0.3083,119,0.4283,145.5
NPAS2,0.457,0.4005,54,0.4973,86.66666666666667
WDTC1,0.387,0.3089,65,0.4644,121.5
THAP4,0.366,0.3413,99,0.3912,110.0
NCOR2,0.489,0.481,82,0.4973,130.5
PLXNA4,0.442,0.3952,70,0.4878,123.0
NUCKS1,0.433,0.3269,21,0.4987,86.0
HOXA2,0.354,0.1571,44,0.4904,84.33333333333333
ZNF224,0.498,0.4958,154,0.5,135.0
MED4,0.474,0.4692,189,0.4776,140.0
MTA1,0.342,0.147,36,0.481,54.0
GRHL2,0.426,0.3692,64,0.4837,125.0
SNAPC5,0.456,0.4138,64,0.4972,121.5
L3MBTL4,0.427,0.3735,125,0.4673,110.75
NUP133,0.497,0.4971,59,0.4971,117.0
HYAL2,0.3,0.1894,68,0.3937,78.66666666666667
UNCX,0.305,0.1407,45,0.4866,44.8
ZFPL1,0.386,0.3112,95,0.4798,90.66666666666667
HMGB3,0.416,0.3416,39,0.4908,118.5
BARX2,0.466,0.433,17,0.4986,109.5
PEX14,0.385,0.3455,76,0.4143,86.0
SLC39A10,0.369,0.3138,61,0.4236,114.5
ALYREF,0.333,0.1991,58,0.4734,44.0
HNRNPU,0.392,0.1558,59,0.5,95.6
VPS25,0.336,0.2255,73,0.4371,69.0
ERFL,0.417,0.3444,40,0.4904,113.0
ZNF428,0.483,0.4651,28,0.5,109.5
ZNF595,0.334,0.0831,1,0.4858,49.0
CSNK2A2,0.493,0.4865,105,0.4987,138.0
INO80,0.418,0.3557,51,0.4798,118.0
ZNF436,0.39,0.2893,209,0.4905,125.5
RRM2,0.357,0.2361,69,0.4959,140.0
EEA1,0.465,0.4324,52,0.4973,119.0
KCTD1,0.4,0.3428,109,0.4892,75.66666666666667
FOXC2,0.211,0.0101,2,0.3979,51.25
DNTTIP2,0.312,0.1479,37,0.461,54.2
LARP6,0.488,0.478,56,0.4986,117.0
RITA1,0.358,0.2954,104,0.4213,133.5
LPIN3,0.362,0.2291,86,0.4987,66.25
ZC3H12B,0.499,0.4972,26,0.5,109.0
ZNF133,0.415,0.3796,93,0.4512,140.5
BACH1,0.454,0.431,21,0.4847,84.66666666666667
SET,0.469,0.4628,203,0.476,195.5
PIN1,0.449,0.4041,150,0.5,112.75
HNF4A,0.419,0.3654,120,0.4726,162.5
KDM5C,0.423,0.3023,20,0.4891,78.0
NUFIP2,0.458,0.4166,35,0.4986,114.5
HES1,0.499,0.4973,26,0.5,107.5
RUVBL1,0.417,0.3836,95,0.4698,71.25
TULP2,0.353,0.2352,61,0.496,60.75
ZNF267,0.458,0.4316,89,0.4851,93.5
ANHX,0.364,0.2899,94,0.4379,107.0
NKX1-1,0.303,0.1224,33,0.489,43.0
TAF7,0.379,0.0989,19,0.4899,50.8
PLEKHA4,0.443,0.3968,60,0.489,114.0
TSNAX,0.3,0.1873,66,0.4128,111.5
TBX2,0.473,0.4485,56,0.4973,117.0
WNT8B,0.401,0.1912,40,0.4745,64.75
ZNF572,0.395,0.3374,78,0.4523,111.0
ELOC,0.284,0.0222,1,0.4804,83.25
SS18L2,0.323,0.2147,53,0.4317,107.5
PSMC1,0.478,0.4756,68,0.481,125.0
ZNF638,0.446,0.3937,28,0.4987,109.0
ZNF785,0.274,0.0395,1,0.4705,23.25
BATF2,0.435,0.4268,158,0.4435,152.5
ZMAT4,0.345,0.1267,24,0.4447,56.4
THAP12,0.431,0.3902,61,0.4716,117.5
ZNF705D,0.441,0.3965,100,0.4851,136.0
SMARCAL1,0.426,0.3937,56,0.4785,84.33333333333333
UIMC1,0.436,0.3953,83,0.4777,124.5
SETX,0.318,0.1222,32,0.4592,49.6
RPS6KA4,0.468,0.4384,50,0.4973,114.5
UBP1,0.473,0.4701,151,0.4756,128.0
SLC6A3,0.337,0.1421,44,0.453,60.75
JMJD6,0.43,0.2903,43,0.4959,118.25
ING1,0.5,0.5,152,0.5,183.5
RAX2,0.387,0.3508,55,0.418,56.0
MRTFA,0.407,0.2905,115,0.4701,91.5
THRAP3,0.318,0.1894,61,0.4119,80.66666666666667
HSF4,0.369,0.3052,88,0.4685,102.0
XPA,0.484,0.4731,37,0.4946,114.0
DPY30,0.348,0.2478,55,0.5,65.5
ZNF682,0.304,0.0368,1,0.4453,108.75
FOXG1,0.402,0.3525,89,0.4439,67.33333333333333
FBXL19,0.496,0.4918,44,0.5,118.0
ZNF721,0.497,0.494,42,0.5,41.5
DMAP1,0.46,0.4398,137,0.489,86.66666666666667
ADAMTS17,0.426,0.3146,13,0.4974,58.8
MXI1,0.482,0.4521,69,0.4973,155.0
HSFX4,0.372,0.1067,38,0.4791,73.5
KMT5B,0.495,0.4918,210,0.4973,209.0
ZNF189,0.28,0.1358,50,0.4251,113.5
BCAS3,0.471,0.441,76,0.5,126.0
ZNF197,0.326,0.0174,1,0.4971,64.66666666666667
DPF1,0.484,0.4726,89,0.4945,142.0
TRAPPC2,0.465,0.4417,139,0.4883,172.5
MAFB,0.305,0.1591,46,0.3602,57.0
NR2E3,0.324,0.1453,56,0.4612,55.4
SIX3,0.463,0.4312,60,0.494,112.5
ZKSCAN8,0.295,0.2205,11,0.4526,48.6
DLX4,0.429,0.3613,74,0.4717,93.0
PRAMEF6,0.288,0.0086,1,0.437,82.0
ADGRA1,0.346,0.1456,47,0.4851,65.5
WWC1,0.433,0.3937,56,0.4731,121.5
MICALL1,0.49,0.4808,91,0.5,140.0
MED23,0.492,0.4832,46,0.5,119.0
LARP1B,0.451,0.4499,185,0.4513,169.5
SFMBT1,0.446,0.3952,34,0.4973,117.5
OTOP3,0.381,0.368,95,0.3937,122.5
TASOR,0.451,0.4128,66,0.489,136.0
DMTF1,0.396,0.2952,31,0.4973,118.5
BNC2,0.412,0.3551,76,0.4753,59.0
AFF3,0.256,0.0114,7,0.5,99.5
TMF1,0.374,0.225,15,0.4463,69.4
POU4F3,0.314,0.1558,6,0.4212,64.0
TBP,0.49,0.4863,206,0.4945,202.5
AHCTF1,0.344,0.2426,96,0.4892,70.5
SHOX,0.351,0.2091,12,0.449,53.666666666666664
GTF2IRD1,0.499,0.4973,65,0.5,116.0
DHRS7B,0.365,0.2245,74,0.4794,73.25
ZNF513,0.353,0.0331,3,0.4945,110.0
ATF2,0.486,0.4731,26,0.4987,117.5
TENM2,0.487,0.4731,89,0.5,138.5
ZUP1,0.375,0.3041,47,0.4463,116.0
ZBED9,0.432,0.4051,57,0.459,90.0
CCNK,0.392,0.1648,65,0.4973,102.75
ZNF83,0.497,0.4937,170,0.5,167.0
KAT6B,0.445,0.4182,78,0.478,92.33333333333333
TOX3,0.495,0.4918,191,0.4973,180.0
TRERF1,0.426,0.3539,34,0.4973,116.0
ZNF740,0.214,0.0144,1,0.4661,79.0
FANCD2,0.298,0.0154,3,0.4946,85.0
PAXBP1,0.442,0.368,155,0.4933,92.6
TRIM24,0.486,0.4756,81,0.4973,126.0
ZNF414,0.277,0.1607,71,0.3937,112.0
ZFHX2,0.396,0.2291,5,0.4892,59.5
CCNT2,0.34,0.1244,32,0.4758,78.0
PDCD4,0.41,0.2929,29,0.4918,122.0
AIP,0.479,0.4589,38,0.5,123.5
NR2C2,0.414,0.2721,37,0.5,138.33333333333334
HNRNPK,0.476,0.4344,11,0.5,76.0
NCOA5,0.383,0.2721,64,0.4566,87.66666666666667
DHFR,0.477,0.4539,28,0.5,108.5
CRY1,0.255,0.008,3,0.4388,62.75
SCML2,0.372,0.2368,58,0.4944,59.0
RAN,0.427,0.3822,89,0.4566,104.25
PRAMEF10,0.151,0.0295,1,0.3937,43.0
EDRF1,0.47,0.4425,56,0.4973,121.0
USF3,0.446,0.3273,65,0.5,115.0
IRF6,0.427,0.331,12,0.478,85.0
ASCL5,0.435,0.4056,54,0.465,106.5
NFIL3,0.458,0.4344,78,0.4822,121.5
HP1BP3,0.457,0.4164,31,0.4973,115.5
FOXD4L5,0.334,0.2719,70,0.3937,56.5
ZNF550,0.468,0.424,174,0.4939,145.33333333333334
PPP1R12A,0.467,0.4344,55,0.5,126.0
SMAD3,0.456,0.4225,44,0.4785,142.66666666666666
TIGD5,0.284,0.1182,23,0.45,39.2
CSDC2,0.348,0.1227,44,0.4973,68.25
KDM7A,0.497,0.4946,151,0.5,131.5
RGS11,0.345,0.1491,74,0.4971,78.8
ERCC3,0.434,0.368,80,0.5,113.5
MAPK8,0.485,0.478,31,0.4945,144.66666666666666
HPCAL1,0.285,0.0861,12,0.4085,61.25
COMMD1,0.359,0.1273,27,0.4922,52.0
MCIDAS,0.427,0.4115,130,0.4435,122.5
MID2,0.436,0.4041,104,0.4973,66.5
OPTN,0.487,0.478,37,0.4973,125.33333333333333
NR0B2,0.254,0.0318,4,0.4111,51.0
PPID,0.442,0.4238,69,0.4555,83.0
ESX1,0.307,0.146,1,0.4231,26.0
BRD4,0.463,0.4317,105,0.4947,125.5
ZNF385D,0.431,0.3744,31,0.462,62.0
CAMTA2,0.468,0.4084,15,0.5,82.33333333333333
SON,0.252,0.035,3,0.3692,60.25
SCMH1,0.413,0.315,74,0.5,90.2
SOX15,0.411,0.3286,39,0.4944,113.5
FOXE3,0.278,0.1243,35,0.4266,46.75
KAT2A,0.47,0.4431,41,0.4973,117.5
