gene type,max seq len,min seq len,mean seq len,median seq len,wmc similarity score,species represented
YEATS4,702,678,681.1571072319202,681,0.34352,419
COMMD4,633,528,564.9650602409639,561.0,0.24364,438
PHF20,3072,3030,3043.659090909091,3045.0,0.28955,424
GATA1,1263,990,1132.832266325224,1236,0.29582,402
MEOX2,1185,903,915.310606060606,912.0,0.25747,424
PSEN1,1440,1122,1287.5346534653465,1239.0,0.15465,435
CRY2,1938,1590,1742.2388797364085,1779.0,0.14373,440
RUVBL1,1419,1362,1368.1804511278197,1368,0.32947,429
KCNIP4,777,564,670.1585417549809,684,0.16994,432
ZNF28,2634,1977,2101.152958152958,2091.0,0.08728,340
ZNF500,1563,1314,1405.8080614203454,1431,0.20129,274
DBP,1035,780,884.474358974359,918.0,0.30233,384
ZBTB21,3513,2589,2897.9787535410765,2638.5,0.20635,396
ZNF575,1131,732,884.3237518910742,765,0.16233,375
SERTAD3,612,591,601.7331606217616,603.0,0.22977,416
PROX2,2064,1776,1811.7786259541986,1812,0.16263,429
SIX5,2460,2214,2236.1093247588424,2223,0.22096,343
SARNP,666,624,634.7323420074349,633,0.32742,433
S100A9,411,342,355.83620689655174,351.0,0.21863,427
MLLT3,1785,1683,1704.528,1707.0,0.21679,408
NFXL1,2805,2733,2745.713924050633,2745,0.15072,428
BAHD1,2496,2325,2344.2543209876544,2340,0.25449,435
ZSCAN26,1581,1422,1443.2631578947369,1437,0.21376,380
ZNF672,1635,1356,1393.0363636363636,1392.0,0.16596,346
TRIM27,1560,1527,1539.1588235294118,1539.0,0.34355,367
RUNX1,1470,1164,1321.709528214616,1359,0.23245,399
ZNF607,2451,2076,2116.173780487805,2106.0,0.09366,162
TRIM52,945,888,899.196,897.0,0.20431,244
MEN1,2046,1662,1814.4039215686275,1845,0.22385,427
ZNF280B,2034,1623,1646.0431034482758,1638.0,0.16453,388
DEPTOR,1308,1224,1230.44327176781,1227,0.25391,405
ZNF729,4182,3738,3796.264150943396,3777,0.11201,101
PBX4,1266,1119,1147.464406779661,1149,0.15529,316
NR4A1,2046,1788,1864.2810126582278,1836,0.14597,427
PRMT1,1137,852,1002.3219047619048,1056,0.1723,425
ZNF391,1176,1068,1080.3465045592704,1074,0.25314,302
MYOG,681,669,672.6225,672.0,0.32066,431
HOXA13,1293,1146,1168.2857142857142,1164,0.25402,306
PPP3CA,1566,1260,1443.4137279596978,1527.0,0.2543,431
CRTC2,2328,2079,2087.5530303030305,2082.0,0.24681,433
XPO1,3225,2703,3002.2311827956987,3018.0,0.18768,437
PTPN14,3630,3558,3564.834645669291,3561,0.2682,412
HELZ,5934,5814,5840.007407407407,5835.0,0.29292,433
NR3C1,2394,2223,2288.772476142642,2268,0.16231,433
PAX3,1578,1203,1383.5324620573356,1449.0,0.32205,436
RGS11,1461,1335,1375.2197508896797,1374.0,0.17575,406
ASCC1,1296,948,1088.8632707774798,1071.0,0.21239,418
HNRNPA2B1,1143,1020,1050.3383458646617,1059.0,0.25422,437
IRX3,1713,1500,1516.9504132231405,1512,0.21665,392
PRAMEF12,1683,1440,1480.1855855855856,1476,0.11784,395
RNF168,2058,1713,1721.975806451613,1722.0,0.21199,397
OTX2,987,864,879.9166666666666,891.0,0.25356,428
HOXB9,783,747,750.7286821705426,750,0.33449,414
PRAMEF6,1674,1419,1456.8809106830122,1452,0.12194,362
RBX1,363,321,324.14179104477614,324.0,0.32067,435
STAT4,2271,2223,2244.218592964824,2244.0,0.33336,430
MKRN3,2022,1512,1564.2254641909815,1554,0.16957,398
LGR4,2922,2766,2818.9080604534006,2841.0,0.24301,423
MLLT1,1839,1671,1678.4477211796248,1677,0.29906,409
ZC3H18,3000,2856,2906.8091603053435,2928.0,0.18524,424
ZNF222,1899,1344,1425.6857142857143,1377,0.10249,350
RUNX3,1341,1245,1275.40756302521,1287.0,0.15003,389
TRIM25,1989,1887,1911.6521739130435,1908.0,0.18806,353
ZNF670,1416,1152,1203.7699443413728,1182,0.14282,294
TRIM50,1485,1458,1461.8306451612902,1461.0,0.29633,401
STRAP,1131,1047,1070.2611386138615,1069.5,0.24961,430
ZNF605,2283,1905,1987.9077844311378,2016,0.14023,347
ZNF257,2025,1674,1713.4612129760226,1701,0.14016,248
GLI2,4887,4707,4756.701754385965,4758.0,0.15552,379
CTCF,2211,2172,2182.473880597015,2181.0,0.34629,428
RPTOR,4056,3501,3768.9437751004016,3972,0.28538,411
TRPS1,4017,3099,3673.2377358490567,3852.0,0.15214,440
ILF3,2733,2070,2301.51210653753,2118.0,0.31047,448
NFATC2,2973,2103,2610.936378466558,2718,0.14762,423
PPARD,1335,1026,1161.018598884067,1131,0.2313,441
KLF6,906,705,802.7661488143908,843,0.25507,442
COMMD6,327,249,279.6039173014146,294,0.22104,431
PA2G4,1185,1173,1181.96992481203,1182,0.35356,434
MESP2,1245,1188,1195.1818181818182,1194,0.20974,326
AXIN2,2703,2322,2438.7724719101125,2512.5,0.23545,394
GATA3,1398,1329,1332.2630241423126,1332,0.32051,427
RBM15,3171,2682,2838.794503435353,2871.0,0.17674,432
PSMC2,1302,1296,1298.9846153846154,1299.0,0.351,433
PAWR,1173,1020,1036.6302250803858,1035,0.17993,342
HLF,909,876,885.2255639097745,885,0.33382,431
TAL2,357,321,325.6170731707317,324.0,0.30118,445
TUT7,4665,3777,4157.349306431273,4485,0.19506,429
MED30,558,420,482.2043984476067,525,0.30095,417
CBY1,564,375,445.39629629629627,394.5,0.20103,436
ZNF502,1785,1623,1643.0061633281973,1638,0.15692,369
FHIT,489,441,447.74798927613944,447,0.2858,392
ZNF577,1656,1263,1393.041136692964,1452.0,0.09962,422
SERTAD1,756,708,716.2398921832884,714,0.16044,405
ZNF845,3210,2892,2933.859464627151,2919.0,0.12415,254
USP16,2502,2469,2480.8553299492387,2481.0,0.28032,427
ZNF830,1146,1113,1120.3697270471464,1116,0.24815,430
ASCC3,6645,6582,6608.107049608355,6606,0.26458,416
CCDC59,867,720,731.5286783042394,726,0.2171,426
PAX1,1680,1287,1433.1692708333333,1371.0,0.17821,435
ATOH7,528,450,457.0431266846361,456,0.26131,398
IRX1,1572,1419,1444.2378223495703,1443,0.25519,387
TNNI2,582,543,548.2287985865725,546.0,0.23618,391
UIMC1,2217,1659,1927.728426395939,2157.0,0.18574,426
PRAMEF10,1629,1413,1462.516030534351,1458,0.13275,177
PSMC3IP,660,615,647.5987730061349,651,0.3212,442
SS18,1272,1155,1200.0195758564437,1185.0,0.25525,432
PRAMEF4,1692,1425,1466.328947368421,1461.0,0.11024,373
STAT6,2643,2205,2451.4202429149796,2541,0.22003,446
MKRN1,1524,1242,1350.6491677336749,1272,0.22459,425
PRB4,966,738,799.1023255813953,789,0.13622,115
SOX9,1602,1521,1535.1283783783783,1530.0,0.28919,321
ZNF512B,2976,2676,2716.6683291770573,2703,0.18454,431
PRMT3,1629,1401,1501.30223880597,1438.5,0.22726,430
NR4A3,2016,1878,1919.2205056179776,1920.0,0.13635,391
TSNAX,894,867,870.1484375,870.0,0.33027,414
GMEB2,1614,1437,1525.5081967213114,1590.0,0.25504,400
CFAP20,612,576,579.1223021582733,579,0.33353,442
HOXA11,1035,930,951.5313351498637,948,0.25474,401
STRN3,2445,2127,2268.416961130742,2190,0.24738,426
SSBP3,1170,1080,1108.5666243654823,1093.5,0.21098,424
CAND1,3693,3684,3689.9924623115576,3690.0,0.35698,429
PKNOX2,1458,1413,1417.5692307692307,1416.0,0.34119,419
EXOC2,2805,2763,2773.9037037037037,2772,0.32283,436
FBXW7,2211,1761,1924.5702746365105,1881.0,0.17391,446
GCFC2,2394,2226,2302.6300129366105,2307,0.13196,409
HELT,1062,720,814.4798657718121,726.0,0.19824,433
HTATIP2,906,579,718.464527027027,726.0,0.1811,426
ZNF420,2220,2052,2067.850117096019,2064,0.22909,369
PTF1A,1038,957,988.9137931034483,984.0,0.25536,381
HNRNPC,939,747,872.4950884086444,882.0,0.27628,421
PPIE,1041,885,915.018485915493,903.0,0.29209,386
RNF166,771,708,713.0050632911392,711,0.30967,428
RIPK3,1626,1551,1565.450160771704,1566,0.20872,347
TFB2M,1248,1188,1199.0284974093265,1194.0,0.2194,410
NEUROG1,858,711,736.469696969697,732.0,0.17329,424
PRDM13,2454,2121,2150.518005540166,2145,0.20965,392
UBA52,402,375,384.06852791878174,384.0,0.33441,423
HOXB7,705,648,651.6811224489796,651.0,0.31471,423
EEA1,4257,4206,4233.030534351145,4233,0.32838,421
PRAMEF8,1677,1413,1453.2330508474577,1446.0,0.12087,386
ZNF300,1962,1695,1800.4945533769064,1812,0.16945,343
MAEL,1323,1131,1216.0697872340425,1209,0.19761,430
ZNF727,1761,1488,1535.6403385049366,1521,0.10578,308
SOX5,2394,1923,2168.1696594427244,2256,0.14456,435
CTCFL,2304,1209,1668.3559950556241,1749,0.10274,438
VPS36,1161,981,1070.9924623115578,1026.0,0.27066,428
TRAK1,3015,2538,2762.2553329023917,2727,0.16259,421
MXD3,1227,573,717.3451059535822,618,0.22019,435
BRCA1,5829,5448,5597.739837398374,5613,0.14317,406
ASF1B,645,489,551.3325183374083,535.5,0.30013,442
SLC2A4RG,1266,1155,1184.9501661129568,1179,0.15428,330
FOXF1,1251,1131,1142.3470588235293,1140.0,0.20211,378
CLOCK,2673,2529,2550.0444444444443,2541,0.30603,437
UTF1,1092,1023,1051.1521739130435,1050.0,0.19094,301
CXXC1,2073,1809,1916.8226141078837,1941.0,0.18733,419
VAX2,1026,861,877.3603603603603,873,0.25904,378
ERCC3,2481,2343,2384.5635696821514,2389.5,0.28113,440
ESR2,1671,1311,1463.6776218611521,1446.0,0.28349,424
ZC3H14,2244,840,1620.4477157360407,1737.0,0.1752,445
ZNF609,4389,4224,4234.683116883117,4233,0.32195,414
ZFAND5,690,639,639.1463414634146,639.0,0.33823,440
TRIM29,1797,1761,1765.5271317829458,1764,0.29241,422
HSFX4,1191,990,1042.8768718801996,1032,0.15359,353
ZNF696,1284,1122,1163.0866141732283,1161,0.09968,289
CIZ1,3036,2391,2592.2100785340313,2550.0,0.12306,419
KDM4A,3255,3189,3199.680306905371,3201,0.24383,420
PIK3R2,2277,2175,2188.9005235602094,2184.0,0.2807,413
FOSL2,1023,948,971.3617886178862,978.0,0.19936,428
XBP1,1206,627,909.0015690376569,819.0,0.13483,438
TBPL1,570,486,524.554347826087,555.0,0.35011,444
ZNF26,1722,1599,1608.6525423728813,1605.0,0.26388,354
VEZF1,1623,1530,1549.9850187265918,1560,0.24848,438
NSD2,4131,4083,4096.3324675324675,4095,0.23024,416
SALL3,4080,3285,3716.4277108433735,3792.0,0.12611,364
CPHXL,1299,1212,1244.659090909091,1237.5,0.15206,116
KLF17,1248,1161,1193.3083109919571,1194,0.18436,395
PAXBP1,2796,2439,2605.5465838509317,2742,0.21288,437
NUCKS1,753,726,729.0925449871465,729,0.34187,415
SIN3B,3729,1053,2662.586431226766,3393.0,0.20953,421
ZNF750,2334,2169,2182.5236842105264,2181.0,0.23245,413
CAMK2D,1638,1428,1497.0721153846155,1497.0,0.292,426
CDY1,1722,1617,1650.5963855421687,1665.0,0.31922,21
ZNF302,1611,1197,1376.4429799426935,1332,0.10572,357
CTBP2,3210,1332,1943.2040280210158,1539.0,0.15111,434
SOX7,1308,1158,1166.7457627118645,1164.0,0.26257,382
DUXB,1131,1032,1057.5773195876288,1056,0.14948,208
JUP,2262,2226,2235.217054263566,2235,0.33818,425
ANP32D,666,390,492.88524590163934,435,0.08774,64
MXD1,741,630,651.2050632911393,663.0,0.24673,433
FRK,1587,1515,1542.490099009901,1542.0,0.16547,435
MYPOP,1278,1179,1210.0142348754448,1206,0.2123,317
SF1,2430,1596,1902.948923750456,1914,0.20169,438
TP53,1239,1029,1097.4315525876461,1068.0,0.15945,438
TEAD4,1362,909,1131.455601659751,1173,0.22024,423
POLE3,468,438,441.1617647058824,441.0,0.32857,429
ZDHHC11,1287,1230,1249.828125,1246.5,0.14157,54
ZC3H12A,2007,1794,1805.7075,1797.0,0.18806,425
MYBL1,2301,2061,2166.5188794153473,2121,0.32503,438
TWIST1,837,597,614.5519480519481,606.0,0.20834,347
TSHZ2,3126,3087,3099.324525185797,3096,0.17851,439
PLSCR1,1080,930,968.968085106383,960.0,0.1023,366
PRDM11,3549,3522,3531.8875968992247,3531.0,0.3253,422
NEUROG3,705,642,647.455223880597,645.0,0.27662,430
RNF111,3078,2955,2985.707474226804,2985.0,0.2798,417
HOXB5,849,801,807.4488778054863,807,0.32534,426
DAPK3,1383,1341,1362.2359550561798,1362.0,0.33164,385
GTF2E2,900,864,873.9307692307692,873.0,0.30452,425
HSPA1A,1950,1908,1923.8135593220338,1923,0.32911,176
SIRT2,1236,1053,1135.3379429559204,1167,0.1589,424
COMMD8,555,546,549.0310880829015,549.0,0.33859,418
ACTL6B,1311,1272,1285.8931297709923,1287,0.29714,423
CCNQ,762,681,719.5089285714286,744.0,0.27167,361
KDM4C,3252,3129,3157.8365758754862,3168,0.2756,413
NFKB1,2988,2364,2748.029900332226,2922.0,0.16931,431
KLF8,1107,1074,1077.6829971181555,1077,0.31089,371
LGALS9,1116,963,1020.846975088968,1059,0.22352,402
TSPYL2,2373,2091,2195.5801749271136,2184,0.15625,371
MBD3L5,831,618,640.4580645161291,636,0.15744,297
INO80,4725,4656,4685.573566084788,4683,0.14331,435
PSMD9,708,666,670.1584905660377,669,0.30199,431
ZNF24,1116,1101,1104.1184210526317,1104.0,0.34185,411
ZNF593,615,399,434.1593625498008,405,0.22384,426
SALL1,5103,3678,3838.188157894737,3936.0,0.10577,410
NR2F6,1263,1209,1229.4807692307693,1233.0,0.18842,354
KLF15,1407,1245,1249.3968253968253,1248.0,0.27083,407
ZNF579,1887,1680,1700.1182432432433,1695.0,0.22061,325
DISP3,4281,4170,4183.680306905371,4179,0.1966,424
SRC,1680,1599,1623.4630350194552,1626,0.20268,416
PRKN,1416,1305,1353.7747489239598,1332,0.24291,360
DDIT3,702,504,544.4503067484662,573,0.15533,440
ZZZ3,3195,2697,2711.900255754476,2709,0.27931,418
CTNND1,2910,2490,2695.935288849082,2724.0,0.16556,442
TNP1,171,162,165.07990314769975,165,0.32251,445
TBX2,2205,2112,2140.6349206349205,2139.0,0.26181,407
PPP1R12A,3111,2820,2958.317271589487,2979.0,0.23406,436
HOXD10,1029,1017,1020.0145278450364,1020,0.36267,444
CXXC5,1128,963,969.8866995073892,966.0,0.20955,432
HAND2,732,642,651.9478021978022,651.0,0.30634,392
ZC3H10,1611,1302,1306.894348894349,1305,0.25353,435
BCL6,2277,1938,2035.737037037037,2107.5,0.27744,434
MYO6,3933,3741,3837.840050377834,3855.0,0.30703,431
HMBOX1,1341,1158,1233.033759590793,1218,0.34054,433
ZNF678,1854,1557,1610.996316004912,1593,0.1189,299
PREB,1293,1074,1167.4130434782608,1249.5,0.24503,445
CDYL,1878,1629,1712.9468664850135,1638.0,0.18897,403
TBX4,1692,1635,1654.8628428927682,1653.0,0.17104,432
ZNF692,1659,1419,1524.5107480653483,1557,0.16524,424
RBMXL1,1263,1170,1178.7096774193549,1173,0.0,30
IRAK1BP1,816,774,781.3858267716536,780,0.29776,405
SRA1,750,708,713.6634146341463,714.0,0.20761,442
OPTN,1785,1710,1732.9222222222222,1734.0,0.24219,431
GLIS2,1737,1569,1573.4488188976377,1572,0.30119,414
SPAG8,1872,1446,1506.8046875,1488.0,0.11688,416
KDM4E,1713,1515,1541.6190476190477,1524.0,0.23944,115
ATXN3L,1080,1062,1065.2,1065,0.0,42
STAT5B,2406,2355,2362.291553133515,2361,0.32662,350
MBD3L3,702,618,639.8733153638814,639,0.18876,237
BLOC1S1,522,420,446.4601542416452,456.0,0.17342,422
HMG20A,1092,1038,1041.125,1041.0,0.33539,441
ZNF22,762,669,677.7391304347826,675,0.28164,415
DVL1,2175,2010,2060.543835616438,2085.0,0.26768,398
ZNF57,2076,1560,1675.6118378024853,1680.0,0.07721,251
ZNF595,2238,1830,1922.826144221271,1941,0.12633,132
KLF13,963,858,878.4491803278688,879,0.22172,331
DZIP1,2805,2535,2586.108108108108,2601,0.1625,416
NFYC,1410,885,1082.807531380753,1005.0,0.24469,448
BTBD1,1506,1440,1454.3373134328358,1449,0.1691,359
ARID1B,8241,4407,5700.904615384616,4626,0.09689,426
TEAD2,1404,1341,1353.8345454545454,1356.0,0.21533,397
SKIDA1,3138,2487,2642.311557788945,2658,0.12941,342
ZNF451,3237,1674,2768.233962264151,3123.0,0.20979,448
CHTOP,753,606,693.7610837438424,706.5,0.26658,439
PAX9,1047,1020,1025.7641277641278,1026,0.32614,438
BEX1,453,372,388.11779448621553,387,0.16859,422
PRAMEF18,1641,1425,1465.780487804878,1464,0.1271,218
NKAP,1332,1236,1253.2305194805194,1251.0,0.25996,329
RBL2,3498,3405,3422.335877862595,3420,0.2511,424
SGSM2,3210,2955,3050.0082236842104,3021.0,0.25584,439
HOXB3,1449,1062,1187.1967455621302,1134.0,0.20414,373
ZNF304,2358,1839,2002.8042253521128,1986.0,0.08271,387
SOX1,1359,1167,1178.967741935484,1173,0.22715,315
ZNF723,1806,1530,1562.2265475430759,1551,0.11666,244
SCAPER,4215,3459,3834.28362183755,3483,0.18935,411
ANP32B,846,750,779.4307692307692,777.0,0.31151,421
CENPA,483,336,385.45088161209065,420.0,0.19934,424
ZSCAN5B,1626,1473,1498.8610169491526,1494,0.15809,223
SFSWAP,3129,2841,2937.4547770700638,2967,0.2588,422
MLXIPL,2700,2160,2475.6799544419137,2523.0,0.17885,392
KDM3B,5370,5271,5289.471321695761,5286,0.17505,430
SIRT6,1203,978,1034.1880341880342,1057.5,0.25973,377
LMNA,2247,1689,1867.437953555878,1842.0,0.22444,427
HEY2,1056,870,943.0670886075949,895.5,0.24356,429
MBD3L1,633,567,592.4321266968326,588.0,0.23275,379
ZNF20,1911,1587,1635.5625,1620.0,0.09743,322
DVL3,2301,2091,2127.1516245487364,2148,0.27816,431
NR2F2,1257,1221,1242.1807228915663,1242.0,0.34379,364
ZNF597,1419,1263,1290.388518024032,1281,0.13808,324
RREB1,6450,4428,4988.6180860403865,5163,0.19064,407
KLF11,1623,1485,1531.3474903474903,1536,0.14492,423
NFYA,1050,924,995.5145518044237,960,0.26528,440
NHLH1,462,399,399.31451612903226,399.0,0.29074,405
GRIP1,3426,3225,3309.8350125944585,3379.5,0.27373,416
RBFOX2,1572,1065,1136.6358118361154,1110,0.15959,447
S100A1,540,282,362.7933673469388,282.0,0.16179,441
HOXD12,819,735,777.7879161528977,801,0.30146,439
MLIP,3150,1368,2367.68384279476,2751,0.14301,435
FOXA2,1476,1368,1386.1492146596859,1389.0,0.22867,414
GREB1,5898,5841,5859.966666666666,5856.0,0.24157,388
SMARCAD1,3150,3066,3088.4981320049815,3084,0.21956,430
BAHCC1,8256,7824,7986.634943181818,7977.0,0.14119,386
ZFAND3,699,603,648.0194805194806,633.0,0.305,420
NEDD4L,3882,2487,2822.204840271055,2826,0.10781,441
TBX6,1398,1302,1312.3639846743295,1308,0.23822,436
ZFY,2676,2166,2288.269340974212,2193,0.20292,415
ZNF721,3354,2712,2775.114832535885,2763.0,0.12555,60
SOX3,1392,1326,1344.2095588235295,1338.0,0.24041,305
KAT6A,6693,2442,4651.081395348837,6024.0,0.20247,441
CDC6,1716,1677,1681.978102189781,1680,0.27644,437
RNASEL,2289,1950,2098.9299867899604,2046,0.24404,413
TIAL1,1209,1116,1151.4627363737486,1140,0.26562,444
THRSP,459,438,449.5425219941349,450,0.30197,376
ANKZF1,2241,2169,2182.508152173913,2178.0,0.2596,414
BTBD3,1653,1380,1481.7766749379653,1383.0,0.17287,438
MNDA,1320,1218,1240.5239361702127,1236.0,0.16572,304
DMRTA1,1596,1509,1516.3170731707316,1515,0.21427,395
PTEN,1257,1203,1212.33,1212.0,0.3149,430
ZNF426,1923,1545,1626.4340337581812,1602,0.07743,249
PRDM15,3681,3414,3518.1615245009075,3486.0,0.16489,400
RNF115,963,909,915.2776349614396,915,0.27959,422
HOXB1,966,900,907.8,906,0.21749,438
BHLHE23,768,672,703.6495327102804,705.0,0.18626,356
CHEK1,1554,1134,1346.9193341869397,1372.5,0.1878,430
SPEN,12942,10992,11079.30894308943,11058,0.18529,401
ZNF135,2466,1839,1998.7017379051197,2013,0.07016,308
ZNF567,2175,1770,1903.8561151079136,1941.0,0.12977,397
ZBTB46,1815,1761,1782.4,1779,0.31166,406
ZNF512,1896,1455,1597.5539014373717,1617.0,0.15877,428
CBX1,588,552,555.4057971014493,555.0,0.33448,441
ZBTB33,2118,2013,2019.187012987013,2016,0.27322,415
ZNF140,1533,1365,1399.8375558867363,1398,0.1534,376
MED20,660,627,636.0375,636.0,0.3339,428
TAX1BP1,2496,2232,2358.1546644844516,2379.0,0.2683,436
XPA,849,813,820.3257575757576,819.0,0.28504,427
POU6F1,1899,1728,1784.2601726263872,1797,0.22567,437
EFCAB6,4644,4035,4288.278620689655,4500,0.13742,397
FERD3L,555,495,503.2700729927007,501,0.22522,443
MTDH,1836,1563,1669.997487437186,1710.0,0.21136,435
LIN28B,837,747,763.4833127317676,774,0.21517,436
ZNF585B,2637,2301,2320.629976580796,2307,0.18757,323
IQCN,5847,2397,3707.1852678571427,3960.0,0.08,387
ZNF615,2541,2184,2239.4665510406344,2232.0,0.08601,347
TRIM40,831,678,738.2345276872965,771.0,0.22829,335
ZNF660,1062,990,998.4575045207956,993,0.24168,409
TRIM35,1626,1473,1482.1176470588234,1479,0.28744,388
NPAS4,2613,2388,2410.0024752475247,2412.0,0.25868,434
ZNF232,1560,1305,1374.3885542168675,1380.0,0.14525,146
FOXN2,1341,1017,1169.35125,1059.0,0.2113,434
SETD1B,6309,5766,5862.846905537459,5826,0.18562,341
RING1,1296,1215,1218.9818181818182,1218,0.31569,410
LRPPRC,4356,3849,4152.313103448276,4185.0,0.18029,434
JADE2,2625,1521,2296.2007591733445,2478,0.26243,441
ALPK3,5625,5115,5147.432203389831,5136.0,0.15873,381
MAPK14,1092,921,1032.298519736842,1083.0,0.30358,436
SCMH1,2043,1731,1858.9843592330978,1812.0,0.16601,435
MAP2K6,1023,831,920.80125,933.0,0.22962,436
CEBPE,858,837,843.192118226601,843.0,0.3274,438
ENC1,1785,1545,1657.5685096153845,1656.0,0.26705,448
TNIP1,1971,1662,1810.155,1806.0,0.19358,428
ENY2,363,285,296.3617747440273,303,0.22912,444
CNOT11,1569,1527,1534.7548746518105,1533,0.18704,389
AKAP8,2313,2034,2081.285340314136,2082.0,0.16655,427
HR,3636,3396,3517.658154859967,3567.0,0.23916,438
HRAS,654,498,541.9355742296918,555,0.2501,429
ZNF383,1638,1419,1445.1490236382322,1434,0.13691,407
PREX2,4857,4797,4818.20822622108,4818,0.32982,417
DLX3,879,858,861.175572519084,861,0.34324,427
ZBTB3,1806,1569,1657.748120300752,1672.5,0.15214,427
CHD5,6009,5850,5869.84554973822,5868.0,0.28727,416
SSX4,708,453,550.1638225255973,564,0.15791,294
TCF4,2376,1605,1899.6958379272326,1924.5,0.13552,443
ZMAT1,2373,1914,2016.994236311239,1974.0,0.16524,377
IKZF1,1584,1263,1395.3645765998708,1323,0.24322,420
DRGX,837,783,789.8045112781955,789,0.2979,433
NKRF,2136,2067,2093.637997432606,2088,0.22713,425
HMGB4,624,555,562.8759493670887,561,0.27489,421
ZNF449,1659,1545,1561.0511508951406,1554,0.24709,367
MKX,1110,1053,1057.5076530612246,1056.0,0.2848,425
AJUBA,1704,1614,1643.1932114882507,1644,0.28051,412
CREM,1059,654,812.0020610057708,810.0,0.17679,435
ZNF688,873,777,810.4208494208494,825,0.1774,425
DNMT3B,2631,2082,2381.43407960199,2373.0,0.1217,438
HIVEP2,8346,7335,7351.201591511936,7338,0.21169,402
CDCA7L,1410,1221,1288.798045602606,1263.0,0.15789,438
MCRS1,1470,1377,1405.9557195571956,1410,0.24543,441
TRIM37,2961,2787,2862.721487603306,2895.0,0.22958,429
ZNF662,1461,1272,1320.6344827586206,1308,0.16373,227
ZNF230,1782,258,940.0349162011173,1422.0,0.10166,402
TBX21,1836,1596,1614.6838905775076,1605,0.24231,362
HNF1A,2034,1620,1859.0685019206146,1909.5,0.21152,428
ZRANB2,996,957,975.25,978.0,0.34899,439
RERE,5037,3843,4299.925686591277,3948,0.18981,336
ZBTB44,1851,1707,1780.6281407035176,1761.0,0.353,433
ZNF565,1806,1485,1579.8863428047662,1578,0.09185,382
PPP1R10,2958,2805,2836.4511278195487,2829,0.28476,433
ZNF510,2517,2040,2111.8170103092784,2088.0,0.09347,329
CBX3,639,546,553.5109489051094,549,0.28933,417
EP300,8298,7158,7238.244477172312,7245,0.1639,362
MED22,624,594,601.0935960591133,600.0,0.32258,422
ZNF142,5787,5058,5090.068692206077,5079,0.20049,419
TAX1BP3,375,369,372,372,0.35369,428
RNF25,1404,1374,1378.5109489051094,1377,0.30998,445
PURA,1347,960,969.530487804878,966.0,0.2027,361
AKAP8L,2025,1584,1793.6226650062267,1818.0,0.20101,444
XPC,2889,2817,2842.164420485175,2841,0.16356,404
NACC1,1794,1581,1603.5338983050847,1602.0,0.20444,391
COPS5,1014,993,1002.1105651105651,1002,0.34929,435
SMARCA4,5130,4827,4924.522281639929,4938.0,0.28002,409
TEF,915,813,863.7110266159696,834,0.26758,428
TCEAL4,1518,555,695.3908045977012,648.0,0.09913,402
IRAK2,1965,1869,1878.5729442970821,1875,0.24746,408
LMO2,708,471,570.6032171581769,474.0,0.27036,433
ZMAT3,1227,858,926.4433299899699,867,0.24848,428
IKZF3,1554,1239,1360.6155102040816,1359,0.17734,443
MBNL2,1233,1077,1118.6666666666667,1104,0.30357,434
HOXC9,795,762,780.015306122449,780.0,0.35402,416
EYA2,1626,1371,1515.728515625,1537.5,0.22306,422
SUPT20HL1,3891,2661,2784.2364130434785,2748.0,0.11809,268
MYT1L,3687,3369,3505.907306434024,3495.0,0.16584,400
MAGEA1,1242,915,970.4411326378539,966.0,0.07907,417
PIN1,513,429,466.50588235294117,486,0.28324,415
ANKRD2,1152,897,996.3037037037037,999.0,0.14031,444
CSRNP2,1656,1617,1629.5307125307124,1629,0.33022,437
JRK,1767,1665,1692.7782426778242,1701,0.27171,398
JUN,1071,993,1008.0165289256198,1002,0.27385,398
CARM1,1863,1740,1793.9319041614124,1809,0.23022,427
CEBPG,486,447,450.2668269230769,450.0,0.3061,444
CECR2,4653,3900,4160.947162426614,4071,0.13852,414
MAPK8IP1,2295,2100,2126.69140625,2133.0,0.16039,419
MYEF2,1869,1644,1734.2586206896551,1731.0,0.18555,444
FOS,1170,1029,1086.8948655256725,1099.5,0.26644,440
DLX1,780,759,764.992628992629,765,0.34925,438
POGK,1896,1824,1829.188775510204,1827.0,0.27891,423
CHD7,9267,8988,9008.38190954774,8994.0,0.21816,433
ZBTB1,2145,1926,2069.9475873544093,2139.0,0.3218,436
PAGR1,810,759,763.8646616541354,762,0.30724,425
CDK1,927,717,834.3554266777134,891,0.2878,435
MAPK8,1356,1152,1219.9813432835822,1254.0,0.33568,437
CEBPA,1458,1065,1085.466472303207,1077,0.21423,379
MAP2K2,1206,1194,1200.51,1200.0,0.33531,404
ZC3H7B,3012,2925,2940.526178010471,2934.0,0.27192,412
TBL1X,1794,1572,1644.1483146067417,1587.0,0.15149,377
BCLAF3,2214,2028,2106.420157068063,2121.0,0.17583,418
CHD1,5223,5109,5141.14705882353,5139.0,0.2184,437
ZNF318,7332,6840,6922.128947368421,6927.0,0.11141,402
CDK7,1080,921,982.3350785340314,930.0,0.2861,416
BUD31,501,432,432.2227722772277,432.0,0.30304,424
BARHL2,1227,1155,1166.891472868217,1164,0.25095,417
MYB,2298,1662,1995.071551512171,1920,0.2556,441
ZMAT5,519,507,510.17910447761193,510.0,0.33478,435
LMO4,495,492,494.9925373134328,495.0,0.3654,432
